Date,Close
1961/5/27,-1.786063571
1961/5/30,1.385624007
1961/5/31,-0.342552125
1961/6/1,2.387882073
1961/6/2,1.071728325
1961/6/3,-0.95832313
1961/6/6,-0.537797665
1961/6/7,-0.4586441
1961/6/8,-0.730071764
1961/6/9,-1.001041433
1961/6/10,0.252803862
1961/6/13,-1.182474283
1961/6/14,-1.044049856
1961/6/15,-0.59949911
1961/6/16,-0.668476714
1961/6/17,2.304612766
1961/6/20,-0.427680748
1961/6/21,2.608852457
1961/6/22,-1.171659228
1961/6/23,-0.046750663
1961/6/24,0.539501199
1961/6/27,-2.226957683
1961/6/28,-0.43829772
1961/6/29,-0.715284454
1961/6/30,0.42170544
1961/7/1,0.122042842
1961/7/4,-1.590613907
1961/7/5,-0.199419553
1961/7/6,-0.907654108
1961/7/7,0.08959003
1961/7/8,-0.531043081
1961/7/11,-1.213584452
1961/7/12,0.613507778
1961/7/13,0.618475098
1961/7/14,-0.822230164
1961/7/15,1.288643323
1961/7/18,-0.043358533
1961/7/20,0.784362886
1961/7/21,-0.924224118
1961/7/22,-0.796543836
1961/7/25,0.629429064
1961/7/26,1.698669371
1961/7/27,1.334128793
1961/7/28,1.78663362
1961/7/29,1.08036083
1961/8/1,2.109386656
1961/8/2,-0.797397507
1961/8/3,2.102446645
1961/8/4,1.607700951
1961/8/5,-0.681863343
1961/8/8,0.409325537
1961/8/9,-1.538844277
1961/8/10,-0.967599456
1961/8/11,0.731659908
1961/8/12,1.434381184
1961/8/15,1.014315962
1961/8/16,-0.569665109
1961/8/17,0.454784451
1961/8/18,0.997580978
1961/8/19,-0.240738621
1961/8/22,0.437362718
1961/8/23,1.055111769
1961/8/24,1.307191916
1961/8/25,-0.044219014
1961/8/26,1.373223446
1961/8/29,2.48261354
1961/8/30,0.806856342
1961/8/31,-0.467807916
1961/9/1,-0.775171693
1961/9/2,1.293940277
1961/9/5,-1.640481573
1961/9/6,0.339286119
1961/9/7,1.60323754
1961/9/8,1.350344202
1961/9/9,-0.307408863
1961/9/12,-1.818140752
1961/9/13,-0.015202668
1961/9/15,-0.573598188
1961/9/16,1.86907015
1961/9/19,0.42235272
1961/9/20,-1.466159857
1961/9/21,-0.087008997
1961/9/23,-0.702050504
1961/9/26,-0.806686338
1961/9/27,1.486370665
1961/9/28,-1.291975215
1961/9/29,-0.981493822
1961/9/30,-1.120048288
1961/10/3,-0.466333024
1961/10/4,-1.050762684
1961/10/5,0.836336285
1961/10/6,0.461528946
1961/10/7,-0.777364474
1961/10/11,2.932923593
1961/10/12,1.971882643
1961/10/13,-1.182313307
1961/10/14,0.826453264
1961/10/17,-0.401967136
1961/10/18,0.359686751
1961/10/19,-0.846918544
1961/10/20,-0.042658179
1961/10/21,-0.111151799
1961/10/24,-1.463686691
1961/10/25,0.969260489
1961/10/26,1.02170401
1961/10/27,0.236204991
1961/10/28,0.024794306
1961/10/31,1.375340944
1961/11/1,-0.268500835
1961/11/3,0.31896247
1961/11/4,-0.461395586
1961/11/7,1.689013858
1961/11/8,0.861334577
1961/11/9,0.427511693
1961/11/10,0.301631009
1961/11/11,1.385858683
1961/11/14,-1.437987601
1961/11/15,1.192810442
1961/11/16,-0.460188525
1961/11/17,2.008891924
1961/11/18,-0.838281302
1961/11/21,1.07672449
1961/11/23,0.796864192
1961/11/24,-2.153829473
1961/11/25,0.779266278
1961/11/28,1.771730854
1961/11/29,0.97696504
1961/11/30,0.327902045
1961/12/1,2.253617564
1961/12/2,-2.334219766
1961/12/5,-4.5553304
1961/12/6,2.555160345
1961/12/7,0.626505866
1961/12/8,-2.061197671
1961/12/9,0.364724511
1961/12/12,0.382066044
1961/12/13,0.578889587
1961/12/14,1.105292877
1961/12/15,0.790079923
1961/12/16,-0.275566726
1961/12/19,-0.176813501
1961/12/20,-0.179335574
1961/12/21,0.644094295
1961/12/23,1.121948127
1961/12/26,1.675947702
1961/12/27,0.357517235
1961/12/28,0
1961/12/29,0
1962/1/3,0.863785
1962/1/4,-1.072770218
1962/1/5,1.408534482
1962/1/6,-0.447703156
1962/1/10,-1.27513031
1962/1/11,0.567708785
1962/1/12,-0.155921521
1962/1/13,-0.009179945
1962/1/16,0.351046881
1962/1/17,-0.500155607
1962/1/18,0.03818473
1962/1/19,0.49434077
1962/1/20,0.96468296
1962/1/23,1.131981238
1962/1/24,-0.437697916
1962/1/25,0.816531868
1962/1/26,-0.166893773
1962/1/27,0.758065948
1962/1/30,0.309926926
1962/1/31,1.005549444
1962/2/1,0.482262437
1962/2/2,-0.6534276
1962/2/3,0.295645034
1962/2/6,0.790367685
1962/2/7,0.334356174
1962/2/8,0.118946788
1962/2/9,-1.107925782
1962/2/13,-1.682177756
1962/2/14,-0.765764959
1962/2/15,0.793080234
1962/2/16,-1.55850689
1962/2/17,1.213806011
1962/2/20,0.421139051
1962/2/21,-0.025245205
1962/2/22,1.021766451
1962/2/23,0.693990703
1962/2/24,0.065714527
1962/2/27,1.043633126
1962/2/28,0.878433652
1962/3/1,-0.40127263
1962/3/2,0.212367006
1962/3/3,0.469959693
1962/3/6,0.572787094
1962/3/7,0.781293904
1962/3/8,-0.198158265
1962/3/9,-0.832505542
1962/3/10,-1.16631258
1962/3/13,1.499757252
1962/3/14,0.360897313
1962/3/15,1.257805224
1962/3/16,-0.568243257
1962/3/17,0.483600402
1962/3/21,0.608243435
1962/3/22,-0.359638253
1962/3/23,0.585740429
1962/3/24,-1.385013721
1962/3/27,1.051727016
1962/3/28,0.824497328
1962/3/29,-0.154588116
1962/3/30,0.4523321
1962/3/31,0.280487859
1962/4/3,-0.939739106
1962/4/4,-0.050846157
1962/4/5,-0.536051999
1962/4/6,-1.558752192
1962/4/7,0.488272736
1962/4/10,-0.720938458
1962/4/11,0.947426611
1962/4/12,0.270335129
1962/4/13,-1.151414293
1962/4/14,-0.175723128
1962/4/17,-0.239337912
1962/4/18,-1.545643438
1962/4/19,-1.409719225
1962/4/20,1.061643928
1962/4/21,0.019289927
1962/4/24,1.784936072
1962/4/25,-0.469025341
1962/4/26,2.21237415
1962/4/27,-0.217947012
1962/5/1,0.761088596
1962/5/5,1.01870883
1962/5/8,-0.547787739
1962/5/9,-0.290958187
1962/5/10,0.440254678
1962/5/11,0.471178442
1962/5/12,-0.73751958
1962/5/15,-0.82767602
1962/5/16,0.097505314
1962/5/17,0.337315826
1962/5/18,-0.518934289
1962/5/19,-0.263055155
1962/5/22,0.538878076
1962/5/23,0.824197297
1962/5/24,-0.326441342
1962/5/25,0.257164085
1962/5/26,-1.46718557
1962/5/29,-2.444381697
1962/5/30,0.100438031
1962/5/31,-1.550783025
1962/6/1,0.789714406
1962/6/2,1.002499025
1962/6/5,0.439794213
1962/6/6,-0.499769301
1962/6/7,-0.336776815
1962/6/8,-0.31601805
1962/6/9,0.528120041
1962/6/12,0.755548699
1962/6/13,1.081583135
1962/6/14,0.172881647
1962/6/15,-1.002572928
1962/6/16,-0.716773968
1962/6/19,-0.295291678
1962/6/20,0.511582124
1962/6/21,-0.576951951
1962/6/22,-0.650078073
1962/6/23,0.612424694
1962/6/26,0.502245006
1962/6/27,-0.716564158
1962/6/28,0.289619859
1962/6/29,-1.303923925
1962/6/30,0.949389615
1962/7/3,1.545158295
1962/7/4,-0.464321569
1962/7/5,-0.841255752
1962/7/6,0.801255358
1962/7/7,-1.176769078
1962/7/10,-1.781403117
1962/7/11,-1.949301979
1962/7/12,-0.558757424
1962/7/13,0.139809278
1962/7/14,1.330118297
1962/7/17,-2.105668482
1962/7/18,1.787124519
1962/7/20,0.803303942
1962/7/21,0.207622171
1962/7/24,-0.299354005
1962/7/25,-0.187125169
1962/7/26,1.203710243
1962/7/27,0.000673614
1962/7/28,0.869680051
1962/7/31,-0.208355335
1962/8/1,-0.123077956
1962/8/2,-0.217767926
1962/8/3,-0.788596383
1962/8/4,0.052047195
1962/8/7,-0.324879433
1962/8/8,0.848560335
1962/8/9,-0.067917414
1962/8/10,-0.204029379
1962/8/11,0.188558086
1962/8/14,0.707934804
1962/8/15,0.027387796
1962/8/16,-0.215276202
1962/8/17,-0.531487195
1962/8/18,-1.339831662
1962/8/21,-0.187030825
1962/8/22,0.399566065
1962/8/23,-1.297211754
1962/8/24,0.387361721
1962/8/25,0.189350505
1962/8/28,-0.162571761
1962/8/29,0.7972933
1962/8/30,-0.358199553
1962/8/31,0.668958925
1962/9/1,-0.12976614
1962/9/4,-0.968674738
1962/9/5,-0.237111268
1962/9/6,-0.834670997
1962/9/7,0.597695062
1962/9/8,-0.951485913
1962/9/11,0.432165185
1962/9/12,-0.121401754
1962/9/13,-0.65323786
1962/9/15,-0.635728931
1962/9/18,0.960097136
1962/9/19,1.278105453
1962/9/20,-0.198221924
1962/9/21,0.683849888
1962/9/25,0.426748539
1962/9/26,0.235472815
1962/9/27,-0.298853077
1962/9/28,-0.148057681
1962/9/29,0
1962/10/2,0.316993688
1962/10/3,-0.676785736
1962/10/4,0.155431353
1962/10/5,-0.77337214
1962/10/6,-0.376478378
1962/10/10,-0.184963148
1962/10/11,-0.382782274
1962/10/12,0.57743524
1962/10/13,0.217061811
1962/10/16,-1.058636971
1962/10/17,0
1962/10/18,0.037672396
1962/10/19,-0.452375126
1962/10/20,-0.472736327
1962/10/23,-0.457297159
1962/10/24,0.337532527
1962/10/25,-0.449357676
1962/10/26,-0.29145854
1962/10/27,1.546829118
1962/10/30,0.764876687
1962/10/31,-0.633497827
1962/11/1,0
1962/11/3,0.464025358
1962/11/6,0.450816754
1962/11/7,-0.102467574
1962/11/8,-1.032602888
1962/11/9,-0.236847727
1962/11/10,-0.484549574
1962/11/13,-0.245629586
1962/11/14,0.214610253
1962/11/15,-0.244299328
1962/11/16,0.843315192
1962/11/17,0
1962/11/20,0.328223542
1962/11/21,-0.44044115
1962/11/23,-0.616643454
1962/11/24,-0.754133227
1962/11/27,-0.987366494
1962/11/28,0.033762092
1962/11/29,-0.145916685
1962/11/30,0.13370224
1962/12/1,-0.991195733
1962/12/4,-1.020908159
1962/12/5,0
1962/12/6,0.809567846
1962/12/7,0.357787508
1962/12/8,0.957471626
1962/12/11,-0.154393183
1962/12/12,-0.31598888
1962/12/13,-0.06129598
1962/12/14,-0.498990337
1962/12/15,-0.207558281
1962/12/18,1.28055037
1962/12/19,0.719671567
1962/12/20,0
1962/12/21,0.969431665
1962/12/25,2.205433022
1962/12/26,-0.324058033
1962/12/27,0.496370861
1962/12/28,0
1962/12/29,0
1963/1/3,-0.743061027
1963/1/4,-1.494443355
1963/1/5,-0.426262472
1963/1/8,0.711077239
1963/1/10,-0.499127442
1963/1/11,-0.0649533
1963/1/12,0.156653668
1963/1/16,2.01796041
1963/1/17,-0.461282774
1963/1/18,0.244759509
1963/1/19,-0.141375848
1963/1/22,0.090117224
1963/1/23,0.22216187
1963/1/24,-0.165366318
1963/1/25,0
1963/1/26,-1.04064666
1963/1/29,1.964976399
1963/1/30,0.384165769
1963/1/31,0.036219698
1963/2/1,0.585854979
1963/2/2,0.560158606
1963/2/5,0.087772358
1963/2/6,0.11263122
1963/2/7,0.356634655
1963/2/8,-2.869953746
1963/2/9,0
1963/2/12,0.943920461
1963/2/13,-0.37870135
1963/2/14,0.865742807
1963/2/15,0.591087224
1963/2/16,-0.547484491
1963/2/19,0.533938684
1963/2/20,-0.257786131
1963/2/21,0.408753749
1963/2/22,0.269551285
1963/2/23,0.183337164
1963/2/26,0
1963/2/27,0.662469347
1963/2/28,0.763064732
1963/3/1,-0.241283835
1963/3/2,-1.176169828
1963/3/5,0.157450244
1963/3/6,-0.469707423
1963/3/7,-0.809782938
1963/3/8,0.318189461
1963/3/9,-0.324997728
1963/3/12,-0.53123893
1963/3/13,0
1963/3/14,0.431755862
1963/3/15,-0.518058514
1963/3/16,0.530331883
1963/3/19,0.042250398
1963/3/21,-0.324151607
1963/3/22,-0.516718242
1963/3/23,0.079671029
1963/3/26,-0.433444042
1963/3/27,-0.852410807
1963/3/28,1.276242067
1963/3/29,0
1963/3/30,-0.061126358
1963/4/2,-1.13726042
1963/4/3,-0.882897157
1963/4/4,0.559258217
1963/4/5,-0.440849653
1963/4/6,-0.171701837
1963/4/9,0.484201152
1963/4/10,-0.269096584
1963/4/11,-0.755940709
1963/4/12,0.190221847
1963/4/13,0
1963/4/16,0.780353274
1963/4/17,0.304734436
1963/4/18,0.139157566
1963/4/19,0.025722589
1963/4/20,0.476413943
1963/4/23,-0.609264929
1963/4/24,0.159262599
1963/4/25,0.309470339
1963/4/26,-0.360908614
1963/4/27,-0.068857616
1963/4/30,0
1963/5/1,0.796960544
1963/5/7,0.602156505
1963/5/8,-0.402180918
1963/5/9,0.685144409
1963/5/10,1.0142575
1963/5/11,0.004059192
1963/5/14,0.286070208
1963/5/15,-0.22784548
1963/5/16,0.208933096
1963/5/17,0
1963/5/18,0.01418047
1963/5/21,-0.403989707
1963/5/22,0.733013118
1963/5/23,-0.406719078
1963/5/24,0.134405681
1963/5/25,-0.46205723
1963/5/28,1.083778403
1963/5/29,0.318110105
1963/5/30,0.690987979
1963/5/31,-0.210050333
1963/6/1,0
1963/6/4,-0.942024646
1963/6/5,-0.380243753
1963/6/6,-0.414874874
1963/6/7,0.921996374
1963/6/8,-0.187345281
1963/6/11,0.000672808
1963/6/12,-0.590529668
1963/6/13,0.089203628
1963/6/14,-0.345782435
1963/6/15,0.218705251
1963/6/18,0
1963/6/19,-0.52692686
1963/6/20,0.457234475
1963/6/21,-0.214105119
1963/6/22,-0.017637841
1963/6/25,1.040672538
1963/6/26,0.079196134
1963/6/27,-0.300321776
1963/6/28,0.554256616
1963/6/29,-0.016060362
1963/7/2,0.017391773
1963/7/3,0
1963/7/4,-0.345871409
1963/7/5,-0.170700439
1963/7/6,-0.646444838
1963/7/9,0.326442407
1963/7/10,-0.428040208
1963/7/11,0.141529034
1963/7/12,0.331038267
1963/7/13,-0.123509146
1963/7/16,0.049291818
1963/7/17,-0.020930204
1963/7/18,0
1963/7/20,0.862433548
1963/7/23,0.009370943
1963/7/24,-0.326456701
1963/7/25,-0.082619765
1963/7/26,-0.109595284
1963/7/27,-0.19191046
1963/7/30,-0.493254226
1963/7/31,-0.993859655
1963/8/1,-1.080568334
1963/8/2,0
1963/8/3,0.049777376
1963/8/6,-1.209996701
1963/8/7,0.422382426
1963/8/8,-0.315395235
1963/8/9,-0.097191961
1963/8/10,-1.054876954
1963/8/13,-3.235279465
1963/8/14,1.037357341
1963/8/15,-2.156450733
1963/8/16,0.492803354
1963/8/17,0
1963/8/20,-2.934851047
1963/8/21,1.410322176
1963/8/22,-0.245021666
1963/8/23,1.032029691
1963/8/24,-0.648331485
1963/8/27,-0.524407685
1963/8/28,0.126493155
1963/8/29,0
1963/8/30,0.435906222
1963/8/31,0.731667815
1963/9/3,0
1963/9/4,1.382590153
1963/9/5,-0.522008428
1963/9/6,-0.759342457
1963/9/7,-1.220201203
1963/9/10,-0.436088893
1963/9/11,-0.146545477
1963/9/12,0.308609816
1963/9/13,0.062213314
1963/9/17,0.706291687
1963/9/18,-0.119106034
1963/9/19,0
1963/9/20,-0.248355024
1963/9/21,0.823967774
1963/9/24,-0.735142768
1963/9/25,-0.313832259
1963/9/26,-1.384352435
1963/9/27,0.166042395
1963/9/28,0.295776846
1963/10/1,-0.882340057
1963/10/2,1.371356245
1963/10/3,1.357248745
1963/10/4,0
1963/10/5,1.064334239
1963/10/8,1.269958717
1963/10/10,-0.951322145
1963/10/11,-0.159553487
1963/10/12,-0.184763083
1963/10/15,0.755213935
1963/10/16,-0.510407501
1963/10/17,0.452119954
1963/10/18,0.214759434
1963/10/19,0.258543563
1963/10/22,0
1963/10/23,0.486960909
1963/10/24,-0.221842713
1963/10/25,0.13085412
1963/10/26,-0.585459417
1963/10/29,0.689434542
1963/10/30,-0.69233534
1963/10/31,0.14668187
1963/11/1,-0.981526784
1963/11/5,0.315347739
1963/11/6,-0.599347786
1963/11/7,0
1963/11/8,0.03747332
1963/11/9,-1.223993592
1963/11/12,-0.197258592
1963/11/13,0.736448911
1963/11/14,-0.559263653
1963/11/15,0.362324976
1963/11/16,-0.409196685
1963/11/19,-5.385852732
1963/11/20,-0.637366199
1963/11/21,1.347152143
1963/11/23,0
1963/11/26,-1.046471336
1963/11/27,0.52813059
1963/11/28,0.773786969
1963/11/29,-0.656279985
1963/11/30,0.594032926
1963/12/3,0.779134867
1963/12/4,-1.211238796
1963/12/5,-0.370405568
1963/12/6,0.189685435
1963/12/7,-1.292549207
1963/12/10,0
1963/12/11,0.207616522
1963/12/12,0.075170711
1963/12/13,-0.472556115
1963/12/14,0.010331756
1963/12/17,0.09531213
1963/12/18,1.169729452
1963/12/19,0.407204303
1963/12/20,0.021099768
1963/12/21,0.87283581
1963/12/24,-0.06120138
1963/12/25,0
1963/12/26,-0.856176251
1963/12/27,0.326205785
1963/12/28,0
1964/1/3,-1.349173795
1964/1/4,1.264214341
1964/1/7,0.089638691
1964/1/8,1.730892558
1964/1/10,0.834986469
1964/1/11,-0.183938701
1964/1/15,0.038792068
1964/1/16,0
1964/1/17,0.607287779
1964/1/18,-0.777777067
1964/1/21,-0.477240403
1964/1/22,0.081105036
1964/1/23,-0.237373618
1964/1/24,0.05977967
1964/1/25,0.607246255
1964/1/28,-0.501573231
1964/1/29,0.004596446
1964/1/30,0.422313076
1964/1/31,0
1964/2/1,0.449380042
1964/2/4,0.187211971
1964/2/5,0.662661141
1964/2/6,0.181128743
1964/2/7,-0.206705598
1964/2/8,0.128580523
1964/2/12,0.514181302
1964/2/13,0.185981901
1964/2/14,-0.438245114
1964/2/15,0
1964/2/18,0.80546257
1964/2/19,-0.2508698
1964/2/20,0.076744417
1964/2/21,0.69469866
1964/2/22,-0.249565605
1964/2/25,-0.567353508
1964/2/26,0.750328603
1964/2/27,-0.480006479
1964/2/28,0.37930041
1964/2/29,0.422878282
1964/3/3,0
1964/3/4,-1.758655497
1964/3/5,-0.742313697
1964/3/6,0.376744209
1964/3/7,-0.42213813
1964/3/10,0.398024749
1964/3/11,0.106217271
1964/3/12,0.524189025
1964/3/13,-1.28606536
1964/3/14,1.694951606
1964/3/17,2.392557983
1964/3/18,0
1964/3/19,0
1964/3/21,-1.641956149
1964/3/24,0.449143539
1964/3/25,0.585725271
1964/3/26,-0.735465107
1964/3/27,1.10337159
1964/3/28,-0.627636991
1964/3/31,0.45519142
1964/4/1,0.975946656
1964/4/2,-0.150759889
1964/4/3,0
1964/4/4,1.055561952
1964/4/7,0.928697542
1964/4/8,-0.160120166
1964/4/9,-0.133986541
1964/4/10,0.096951828
1964/4/11,0.812475478
1964/4/14,2.004511435
1964/4/15,-0.674878629
1964/4/16,0.079470697
1964/4/17,0.154582154
1964/4/18,0
1964/4/21,0.220998983
1964/4/22,0.300148837
1964/4/23,0.380631864
1964/4/24,-0.044820983
1964/4/25,-0.791583779
1964/4/29,1.232085157
1964/4/30,0.595042489
1964/5/1,0.004091781
1964/5/6,1.041788185
1964/5/7,0
1964/5/8,-0.134534704
1964/5/9,-0.316434278
1964/5/12,-0.271831632
1964/5/13,-0.213225122
1964/5/14,0.24112419
1964/5/15,0.437161163
1964/5/16,0.642090993
1964/5/19,0.974470764
1964/5/20,-1.594884423
1964/5/21,-0.719061259
1964/5/22,0
1964/5/23,-0.409405984
1964/5/26,-0.005476213
1964/5/27,0.381455061
1964/5/28,-0.910245795
1964/5/29,0.1795586
1964/5/30,0.508004256
1964/6/2,2.31313113
1964/6/3,0.860265833
1964/6/4,0.605655067
1964/6/5,-0.538104071
1964/6/6,0
1964/6/9,0.796546106
1964/6/10,0.580869347
1964/6/11,-0.812974195
1964/6/12,0.272159154
1964/6/13,0.054480825
1964/6/16,0.521591018
1964/6/17,-1.103326662
1964/6/18,-2.266123663
1964/6/19,0.233313057
1964/6/20,-0.145583936
1964/6/23,0
1964/6/24,1.284757355
1964/6/25,1.090785176
1964/6/26,0.630343571
1964/6/27,0.222299494
1964/6/30,1.150630182
1964/7/1,-0.384239282
1964/7/2,0.370674995
1964/7/3,-0.535423912
1964/7/4,0.432058996
1964/7/7,0.365827402
1964/7/8,0
1964/7/9,-0.186294584
1964/7/10,0.327874353
1964/7/11,0.610369088
1964/7/14,1.085825139
1964/7/15,-1.101166237
1964/7/16,-0.16506968
1964/7/17,0.017922077
1964/7/18,0.251297627
1964/7/21,0.505153137
1964/7/22,0.253839448
1964/7/23,0
1964/7/24,-0.491133277
1964/7/25,0.809418634
1964/7/28,0.584581479
1964/7/29,-0.573839019
1964/7/30,1.253635955
1964/7/31,-0.086752594
1964/8/1,0.016233276
1964/8/4,0.170282698
1964/8/5,-0.382765755
1964/8/6,1.210091015
1964/8/7,0
1964/8/8,0.306098869
1964/8/11,0.305164763
1964/8/12,0.209879249
1964/8/13,-0.074201832
1964/8/14,-0.7432365
1964/8/15,-0.352914474
1964/8/18,0.675638489
1964/8/19,0.830702422
1964/8/20,0.262377444
1964/8/21,0.434149705
1964/8/22,0
1964/8/25,0.454622499
1964/8/26,0.642375812
1964/8/27,0.381543533
1964/8/28,1.124153746
1964/8/29,0.016552427
1964/9/1,1.506986523
1964/9/2,0.341172995
1964/9/3,-1.068658608
1964/9/4,1.3265301
1964/9/5,0.52065119
1964/9/8,0
1964/9/9,0.960861129
1964/9/10,0.705152554
1964/9/11,0.00566061
1964/9/12,-0.102527716
1964/9/16,1.557172702
1964/9/17,0.244665244
1964/9/18,-0.14817813
1964/9/19,0.433328306
1964/9/23,0.075458307
1964/9/24,0.145763608
1964/9/25,0.806437922
1964/9/26,0.353728535
1964/9/29,0
1964/9/30,0.460973064
1964/10/1,0.888084319
1964/10/2,-2.287937077
1964/10/3,-0.352630286
1964/10/6,1.508059939
1964/10/7,-0.162368504
1964/10/8,0
1964/10/10,-6.3354877
1964/10/13,1.824733028
1964/10/14,-2.27752784
1964/10/15,-0.424857813
1964/10/16,1.415995251
1964/10/17,0.992322003
1964/10/20,0.280896663
1964/10/21,-1.163695424
1964/10/22,0.751822005
1964/10/23,0.554887497
1964/10/24,0
1964/10/27,0.352658636
1964/10/28,0.762104509
1964/10/29,-0.363017049
1964/10/30,-0.982953999
1964/10/31,-0.193277489
1964/11/4,-1.860569067
1964/11/5,-0.240086426
1964/11/6,-1.543172771
1964/11/7,-0.687045684
1964/11/10,0
1964/11/11,-0.535570197
1964/11/12,1.160681772
1964/11/13,0.978191314
1964/11/14,0.11968334
1964/11/17,0.466188046
1964/11/18,0.426069699
1964/11/19,-0.125057867
1964/11/20,-0.819067394
1964/11/21,-0.186467345
1964/11/24,-1.457073744
1964/11/25,0
1964/11/26,1.199217547
1964/11/27,0.427229934
1964/11/28,1.217849381
1964/12/1,1.533023506
1964/12/2,-0.402366463
1964/12/3,-0.601961494
1964/12/4,-0.427964966
1964/12/5,-0.019210071
1964/12/8,-1.59049582
1964/12/9,1.17522135
1964/12/10,0
1964/12/11,0.841588188
1964/12/12,-0.781404836
1964/12/15,0.601572201
1964/12/16,-0.626695333
1964/12/17,-1.095025893
1964/12/18,0.18943025
1964/12/19,0.371327128
1964/12/23,-0.045821359
1964/12/24,-0.017045826
1964/12/25,0
1964/12/26,-0.13527872
1964/12/29,0
1965/1/5,3.246743482
1965/1/6,0.385549277
1965/1/7,-0.151655802
1965/1/8,-0.338780811
1965/1/12,0.797577232
1965/1/13,0.219862465
1965/1/15,0.608455388
1965/1/16,-0.135893417
1965/1/19,0
1965/1/20,1.35455207
1965/1/21,0.902285326
1965/1/22,0.581740669
1965/1/23,-0.2772987
1965/1/26,0.409391421
1965/1/27,-0.693508853
1965/1/28,0.610562377
1965/1/29,-0.308922875
1965/1/30,0.226454404
1965/2/2,-0.121366276
1965/2/3,0
1965/2/4,0.311867451
1965/2/5,0.378285696
1965/2/6,0.284811614
1965/2/9,0.275904854
1965/2/11,0.071822934
1965/2/12,-0.503867124
1965/2/13,-0.922817245
1965/2/16,-0.102453979
1965/2/17,0.250742292
1965/2/18,-0.516954773
1965/2/19,0
1965/2/20,-2.447511564
1965/2/23,-0.53821885
1965/2/24,0.336369591
1965/2/25,0.344806281
1965/2/26,-0.847237738
1965/2/27,-0.251592886
1965/3/2,0.624136315
1965/3/3,-1.174971876
1965/3/4,0.875008499
1965/3/5,0.149527659
1965/3/6,0
1965/3/9,1.261468175
1965/3/10,-0.578984732
1965/3/11,0.351267954
1965/3/12,0.995448202
1965/3/13,-0.418487845
1965/3/16,0.614070981
1965/3/17,-0.467707085
1965/3/18,-0.355987104
1965/3/19,-0.482235733
1965/3/23,1.8083617
1965/3/24,0
1965/3/25,0.938448762
1965/3/26,-0.712901378
1965/3/27,0.232167205
1965/3/30,0.924953821
1965/3/31,-0.740372864
1965/4/1,1.719259097
1965/4/2,-0.764563757
1965/4/3,1.246957342
1965/4/6,0.212820772
1965/4/7,-0.060378516
1965/4/8,0
1965/4/9,1.171645052
1965/4/10,0.025352038
1965/4/13,0.356375582
1965/4/14,-0.583199255
1965/4/15,-0.923684547
1965/4/16,1.482148812
1965/4/17,-1.003022889
1965/4/20,-0.126620277
1965/4/21,0.619866981
1965/4/22,-0.683767242
1965/4/23,0
1965/4/24,0.998591313
1965/4/27,0.260200668
1965/4/29,0.205462124
1965/4/30,0.345873926
1965/5/1,-0.267162272
1965/5/5,0.976110257
1965/5/6,-0.044161136
1965/5/7,-0.356615655
1965/5/8,0.08497333
1965/5/11,1.032138574
1965/5/12,0
1965/5/13,-0.019083761
